id,source,family,base_rate,base_rate_pct,base_rate_se,description,dl_bits,program
(λ lt (min_rank (second_half (first_half $0))) 4),grammar,ENUMERATED,0.2875,28.75,0.004526,Enumerated program (DL=26.3678 bits),26.3678,(λ lt (min_rank (second_half (first_half $0))) 4)
(λ gt (mod (min_rank $0) 4) 2),grammar,ENUMERATED,0.2876,28.76,0.004526,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod (min_rank $0) 4) 2)
(λ lt (min_rank (head (second_half (adjacent_pairs $0)))) 4),grammar,ENUMERATED,0.288,28.8,0.004528,Enumerated program (DL=30.1837 bits),30.1837,(λ lt (min_rank (head (second_half (adjacent_pairs $0)))) 4)
(λ has_suit (take (count_suit $0 HEARTS) $0) DIAMONDS),grammar,ENUMERATED,0.2917,29.17,0.004545,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 HEARTS) $0) DIAMONDS)
Halves_both_has_face,template,HALVES_PROPERTY,0.29246,29.25,0.002034,Both halves satisfy has_face,,λh. has_face(L(h)) ∧ has_face(R(h))
(λ has_suit (take (count_suit $0 SPADES) $0) HEARTS),grammar,ENUMERATED,0.2935,29.35,0.004554,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 SPADES) $0) HEARTS)
count_face_cards_eq_2,template,COUNT,0.29378,29.38,0.002037,Number of face_cards is eq 2,,λh. count(face_cards) eq 2
(λ has_suit (take (count_suit $0 CLUBS) $0) SPADES),grammar,ENUMERATED,0.2941,29.41,0.004556,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 CLUBS) $0) SPADES)
(λ has_suit (take (count_suit $0 DIAMONDS) $0) SPADES),grammar,ENUMERATED,0.2942,29.42,0.004557,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 DIAMONDS) $0) SPADES)
(λ has_suit (take (count_suit $0 SPADES) $0) CLUBS),grammar,ENUMERATED,0.296,29.6,0.004565,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 SPADES) $0) CLUBS)
(λ has_suit (take (count_suit $0 SPADES) $0) DIAMONDS),grammar,ENUMERATED,0.2963,29.63,0.004566,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 SPADES) $0) DIAMONDS)
(λ has_suit (take (count_suit $0 CLUBS) $0) HEARTS),grammar,ENUMERATED,0.298,29.8,0.004574,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 CLUBS) $0) HEARTS)
(λ lt (n_unique_suits $0) (min_rank $0)),grammar,ENUMERATED,0.2985,29.85,0.004576,Enumerated program (DL=25.0558 bits),25.0558,(λ lt (n_unique_suits $0) (min_rank $0))
(λ has_suit (take (count_suit $0 HEARTS) $0) CLUBS),grammar,ENUMERATED,0.299,29.9,0.004578,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 HEARTS) $0) CLUBS)
(λ lt (mod (rank_val (head $0)) 3) 1),grammar,ENUMERATED,0.2991,29.91,0.004579,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (mod (rank_val (head $0)) 3) 1)
(λ not (has_suit (take 4 $0) HEARTS)),grammar,ENUMERATED,0.2995,29.95,0.00458,Enumerated program (DL=25.5377 bits),25.5377,(λ not (has_suit (take 4 $0) HEARTS))
(λ lt 2 (count_color (drop 2 $0) BLACK)),grammar,ENUMERATED,0.2995,29.95,0.00458,Enumerated program (DL=30.1751 bits),30.1751,(λ lt 2 (count_color (drop 2 $0) BLACK))
(λ has_suit (take (count_suit $0 DIAMONDS) $0) HEARTS),grammar,ENUMERATED,0.2995,29.95,0.00458,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 DIAMONDS) $0) HEARTS)
(λ ge (n_unique_colors (first_half $0)) (min_rank $0)),grammar,ENUMERATED,0.3004,30.04,0.004584,Enumerated program (DL=28.6408 bits),28.6408,(λ ge (n_unique_colors (first_half $0)) (min_rank $0))
(λ lt (mod (rank_val (last $0)) 3) 1),grammar,ENUMERATED,0.3006,30.06,0.004585,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (mod (rank_val (last $0)) 3) 1)
(λ has_suit (take (count_suit $0 HEARTS) $0) SPADES),grammar,ENUMERATED,0.3007,30.07,0.004586,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 HEARTS) $0) SPADES)
(λ lt 2 (count_color (take 4 $0) RED)),grammar,ENUMERATED,0.301,30.1,0.004587,Enumerated program (DL=30.1751 bits),30.1751,(λ lt 2 (count_color (take 4 $0) RED))
(λ has_suit (take (count_suit $0 DIAMONDS) $0) CLUBS),grammar,ENUMERATED,0.3013,30.13,0.004588,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 DIAMONDS) $0) CLUBS)
(λ not (has_suit (drop 2 $0) DIAMONDS)),grammar,ENUMERATED,0.3025,30.25,0.004593,Enumerated program (DL=25.5377 bits),25.5377,(λ not (has_suit (drop 2 $0) DIAMONDS))
(λ not (has_suit (drop 2 $0) SPADES)),grammar,ENUMERATED,0.3031,30.31,0.004596,Enumerated program (DL=25.5377 bits),25.5377,(λ not (has_suit (drop 2 $0) SPADES))
(λ lt (+ 5 5) (rank_val (last $0))),grammar,ENUMERATED,0.3041,30.41,0.0046,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (+ 5 5) (rank_val (last $0)))
(λ le (rank_val (last (first_half $0))) 5),grammar,ENUMERATED,0.3043,30.43,0.004601,Enumerated program (DL=24.7828 bits),24.7828,(λ le (rank_val (last (first_half $0))) 5)
(λ not (has_suit (drop 2 $0) HEARTS)),grammar,ENUMERATED,0.3043,30.43,0.004601,Enumerated program (DL=25.5377 bits),25.5377,(λ not (has_suit (drop 2 $0) HEARTS))
(λ ge (n_unique_colors (second_half $0)) (min_rank $0)),grammar,ENUMERATED,0.3046,30.46,0.004602,Enumerated program (DL=28.6408 bits),28.6408,(λ ge (n_unique_colors (second_half $0)) (min_rank $0))
(λ le (rank_val (head (second_half $0))) 5),grammar,ENUMERATED,0.3053,30.53,0.004605,Enumerated program (DL=24.7828 bits),24.7828,(λ le (rank_val (head (second_half $0))) 5)
(λ not (has_suit (take 4 $0) SPADES)),grammar,ENUMERATED,0.3053,30.53,0.004605,Enumerated program (DL=25.5377 bits),25.5377,(λ not (has_suit (take 4 $0) SPADES))
(λ le (rank_val (head $0)) 5),grammar,ENUMERATED,0.3054,30.54,0.004606,Enumerated program (DL=21.1978 bits),21.1978,(λ le (rank_val (head $0)) 5)
(λ not (has_suit (take 4 $0) CLUBS)),grammar,ENUMERATED,0.3055,30.55,0.004606,Enumerated program (DL=25.5377 bits),25.5377,(λ not (has_suit (take 4 $0) CLUBS))
(λ lt 2 (count_color (drop 2 $0) RED)),grammar,ENUMERATED,0.3061,30.61,0.004609,Enumerated program (DL=30.1751 bits),30.1751,(λ lt 2 (count_color (drop 2 $0) RED))
(λ le (rank_val (at $0 1)) 5),grammar,ENUMERATED,0.3066,30.66,0.004611,Enumerated program (DL=25.7828 bits),25.7828,(λ le (rank_val (at $0 1)) 5)
(λ lt 2 (count_color (take 4 $0) BLACK)),grammar,ENUMERATED,0.3067,30.67,0.004611,Enumerated program (DL=30.1751 bits),30.1751,(λ lt 2 (count_color (take 4 $0) BLACK))
(λ gt (min_rank (second_half $0)) (n_unique_ranks $0)),grammar,ENUMERATED,0.3072,30.72,0.004613,Enumerated program (DL=28.6408 bits),28.6408,(λ gt (min_rank (second_half $0)) (n_unique_ranks $0))
(λ le (rank_val (at $0 4)) 5),grammar,ENUMERATED,0.3074,30.74,0.004614,Enumerated program (DL=25.7828 bits),25.7828,(λ le (rank_val (at $0 4)) 5)
(λ lt (mod (rank_val (last $0)) 5) 2),grammar,ENUMERATED,0.3074,30.74,0.004614,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (mod (rank_val (last $0)) 5) 2)
(λ lt (mod (rank_val (head $0)) 5) 2),grammar,ENUMERATED,0.308,30.8,0.004617,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (mod (rank_val (head $0)) 5) 2)
(λ not (has_suit (take 4 $0) DIAMONDS)),grammar,ENUMERATED,0.3082,30.82,0.004617,Enumerated program (DL=25.5377 bits),25.5377,(λ not (has_suit (take 4 $0) DIAMONDS))
(λ not (has_suit (drop 2 $0) CLUBS)),grammar,ENUMERATED,0.3084,30.84,0.004618,Enumerated program (DL=25.5377 bits),25.5377,(λ not (has_suit (drop 2 $0) CLUBS))
(λ gt (min_rank (first_half $0)) (n_unique_ranks $0)),grammar,ENUMERATED,0.3111,31.11,0.004629,Enumerated program (DL=28.6408 bits),28.6408,(λ gt (min_rank (first_half $0)) (n_unique_ranks $0))
(λ lt (+ 5 5) (rank_val (head $0))),grammar,ENUMERATED,0.3122,31.22,0.004634,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (+ 5 5) (rank_val (head $0)))
(λ lt (mod (max_rank $0) 5) 3),grammar,ENUMERATED,0.3126,31.26,0.004636,Enumerated program (DL=28.3678 bits),28.3678,(λ lt (mod (max_rank $0) 5) 3)
(λ le (rank_val (last $0)) 5),grammar,ENUMERATED,0.313,31.3,0.004637,Enumerated program (DL=21.1978 bits),21.1978,(λ le (rank_val (last $0)) 5)
(λ lt (n_unique_suits (take 4 $0)) 3),grammar,ENUMERATED,0.3133,31.33,0.004638,Enumerated program (DL=27.3678 bits),27.3678,(λ lt (n_unique_suits (take 4 $0)) 3)
count_spades_eq_2,template,COUNT,0.3139,31.39,0.002075,Number of spades is eq 2,,λh. count(suit=spades) eq 2
(λ lt (n_unique_suits (drop 2 $0)) 3),grammar,ENUMERATED,0.3148,31.48,0.004644,Enumerated program (DL=27.3678 bits),27.3678,(λ lt (n_unique_suits (drop 2 $0)) 3)
(λ lt (mod (min_rank $0) 3) 1),grammar,ENUMERATED,0.3148,31.48,0.004644,Enumerated program (DL=28.3678 bits),28.3678,(λ lt (mod (min_rank $0) 3) 1)
count_hearts_eq_2,template,COUNT,0.31552,31.55,0.002078,Number of hearts is eq 2,,λh. count(suit=hearts) eq 2
count_diamonds_eq_2,template,COUNT,0.31632,31.63,0.00208,Number of diamonds is eq 2,,λh. count(suit=diamonds) eq 2
count_clubs_eq_2,template,COUNT,0.3183,31.83,0.002083,Number of clubs is eq 2,,λh. count(suit=clubs) eq 2
(λ le (rank_val (head $0)) (n_unique_ranks $0)),grammar,ENUMERATED,0.3188,31.88,0.00466,Enumerated program (DL=27.0558 bits),27.0558,(λ le (rank_val (head $0)) (n_unique_ranks $0))
(λ lt (n_unique_ranks (drop 2 $0)) 4),grammar,ENUMERATED,0.3204,32.04,0.004666,Enumerated program (DL=27.3678 bits),27.3678,(λ lt (n_unique_ranks (drop 2 $0)) 4)
(λ gt (min_rank (second_half $0)) 5),grammar,ENUMERATED,0.3213,32.13,0.00467,Enumerated program (DL=22.7828 bits),22.7828,(λ gt (min_rank (second_half $0)) 5)
(λ lt (n_unique_ranks (take 4 $0)) 4),grammar,ENUMERATED,0.3216,32.16,0.004671,Enumerated program (DL=27.3678 bits),27.3678,(λ lt (n_unique_ranks (take 4 $0)) 4)
(λ has_color (second_half (drop (n_unique_ranks $0) $0)) BLA,grammar,ENUMERATED,0.3231,32.31,0.004677,Enumerated program (DL=30.4481 bits),30.4481,(λ has_color (second_half (drop (n_unique_ranks $0) $0)) BLACK)
Ends_same_mod3,template,ENDS,0.32454,32.45,0.002094,First and last cards have the same mod3,,λh. mod3(first(h)) = mod3(last(h))
(λ gt (mod (sum_ranks $0) 3) 1),grammar,ENUMERATED,0.3251,32.51,0.004684,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod (sum_ranks $0) 3) 1)
(λ gt (min_rank (first_half $0)) 5),grammar,ENUMERATED,0.3254,32.54,0.004685,Enumerated program (DL=22.7828 bits),22.7828,(λ gt (min_rank (first_half $0)) 5)
count_even_ranks_eq_3,template,COUNT,0.32738,32.74,0.002099,Number of even_ranks is eq 3,,λh. count(even_ranks) eq 3
(λ le (rank_val (last $0)) (n_unique_ranks $0)),grammar,ENUMERATED,0.328,32.8,0.004695,Enumerated program (DL=27.0558 bits),27.0558,(λ le (rank_val (last $0)) (n_unique_ranks $0))
count_odd_ranks_eq_3,template,COUNT,0.32874,32.87,0.002101,Number of odd_ranks is eq 3,,λh. count(odd_ranks) eq 3
(λ has_color (second_half (drop (n_unique_ranks $0) $0)) RED,grammar,ENUMERATED,0.3298,32.98,0.004701,Enumerated program (DL=30.4481 bits),30.4481,(λ has_color (second_half (drop (n_unique_ranks $0) $0)) RED)
(λ gt (count_suit $0 (get_suit (head $0))) 2),grammar,ENUMERATED,0.3308,33.08,0.004705,Enumerated program (DL=30.2257 bits),30.2257,(λ gt (count_suit $0 (get_suit (head $0))) 2)
Halves_both_has_spade,template,HALVES_PROPERTY,0.33274,33.27,0.002107,Both halves satisfy has_spade,,λh. has_spade(L(h)) ∧ has_spade(R(h))
(λ lt 3 (count_color $0 BLACK)),grammar,ENUMERATED,0.3328,33.28,0.004712,Enumerated program (DL=22.0052 bits),22.0052,(λ lt 3 (count_color $0 BLACK))
(λ lt 3 (count_color $0 RED)),grammar,ENUMERATED,0.3331,33.31,0.004713,Enumerated program (DL=22.0052 bits),22.0052,(λ lt 3 (count_color $0 RED))
skip2_diff_suit,template,ADJACENT,0.33396,33.4,0.002109,Every pair at offset 2 satisfies diff_suit,,"λh. ∀i. diff_suit(h[i], h[i+2])"
Halves_both_has_heart,template,HALVES_PROPERTY,0.33468,33.47,0.00211,Both halves satisfy has_heart,,λh. has_heart(L(h)) ∧ has_heart(R(h))
(λ lt (mod (sum_ranks $0) 3) 1),grammar,ENUMERATED,0.3347,33.47,0.004719,Enumerated program (DL=28.3678 bits),28.3678,(λ lt (mod (sum_ranks $0) 3) 1)
(λ gt (n_unique_ranks (second_half $0)) (min_rank $0)),grammar,ENUMERATED,0.3359,33.59,0.004723,Enumerated program (DL=28.6408 bits),28.6408,(λ gt (n_unique_ranks (second_half $0)) (min_rank $0))
(λ gt (n_unique_ranks (first_half $0)) (min_rank $0)),grammar,ENUMERATED,0.3365,33.65,0.004725,Enumerated program (DL=28.6408 bits),28.6408,(λ gt (n_unique_ranks (first_half $0)) (min_rank $0))
count_aces_eq_1,template,COUNT,0.33698,33.7,0.002114,Number of aces is eq 1,,λh. count(aces) eq 1
(λ lt (min_rank (take 5 $0)) 3),grammar,ENUMERATED,0.3378,33.78,0.00473,Enumerated program (DL=27.3678 bits),27.3678,(λ lt (min_rank (take 5 $0)) 3)
count_high_cards_eq_2,template,COUNT,0.33956,33.96,0.002118,Number of high_cards is eq 2,,λh. count(high_cards) eq 2
(λ gt (min_rank (drop 2 $0)) 4),grammar,ENUMERATED,0.3399,33.99,0.004737,Enumerated program (DL=27.3678 bits),27.3678,(λ gt (min_rank (drop 2 $0)) 4)
(λ gt (min_rank (take 4 $0)) 4),grammar,ENUMERATED,0.3407,34.07,0.004739,Enumerated program (DL=27.3678 bits),27.3678,(λ gt (min_rank (take 4 $0)) 4)
(λ gt (count_suit $0 (get_suit (last $0))) 2),grammar,ENUMERATED,0.3408,34.08,0.00474,Enumerated program (DL=30.2257 bits),30.2257,(λ gt (count_suit $0 (get_suit (last $0))) 2)
(λ lt (min_rank (drop 1 $0)) 3),grammar,ENUMERATED,0.341,34.1,0.00474,Enumerated program (DL=27.3678 bits),27.3678,(λ lt (min_rank (drop 1 $0)) 3)
rank_pairs_eq_0,template,COUNT,0.3464,34.64,0.002128,Number of rank pairs is eq 0,,λh. rank_pairs(h) eq 0
(λ lt 3 (min_rank $0)),grammar,ENUMERATED,0.3468,34.68,0.00476,Enumerated program (DL=19.1978 bits),19.1978,(λ lt 3 (min_rank $0))
(λ lt 5 (n_unique_ranks $0)),grammar,ENUMERATED,0.3536,35.36,0.004781,Enumerated program (DL=19.1978 bits),19.1978,(λ lt 5 (n_unique_ranks $0))
(λ gt (mod 5 (min_rank $0)) 1),grammar,ENUMERATED,0.3567,35.67,0.00479,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod 5 (min_rank $0)) 1)
(λ gt (count_suit (drop 1 $0) CLUBS) 1),grammar,ENUMERATED,0.3617,36.17,0.004805,Enumerated program (DL=30.5377 bits),30.5377,(λ gt (count_suit (drop 1 $0) CLUBS) 1)
(λ le (max_rank (second_half $0)) (rank_val (last $0))),grammar,ENUMERATED,0.3622,36.22,0.004806,Enumerated program (DL=30.6408 bits),30.6408,(λ le (max_rank (second_half $0)) (rank_val (last $0)))
(λ gt (count_suit (take 5 $0) HEARTS) 1),grammar,ENUMERATED,0.3623,36.23,0.004807,Enumerated program (DL=30.5377 bits),30.5377,(λ gt (count_suit (take 5 $0) HEARTS) 1)
(λ ge (min_rank (first_half $0)) (rank_val (head $0))),grammar,ENUMERATED,0.3633,36.33,0.00481,Enumerated program (DL=30.6408 bits),30.6408,(λ ge (min_rank (first_half $0)) (rank_val (head $0)))
(λ gt (count_suit (drop 1 $0) DIAMONDS) 1),grammar,ENUMERATED,0.3635,36.35,0.00481,Enumerated program (DL=30.5377 bits),30.5377,(λ gt (count_suit (drop 1 $0) DIAMONDS) 1)
(λ lt (min_rank $0) (count_color $0 BLACK)),grammar,ENUMERATED,0.3642,36.42,0.004812,Enumerated program (DL=27.8632 bits),27.8632,(λ lt (min_rank $0) (count_color $0 BLACK))
(λ ge (min_rank (second_half $0)) (rank_val (last $0))),grammar,ENUMERATED,0.3649,36.49,0.004814,Enumerated program (DL=30.6408 bits),30.6408,(λ ge (min_rank (second_half $0)) (rank_val (last $0)))
(λ lt (mod (n_unique_ranks $0) 3) 1),grammar,ENUMERATED,0.3658,36.58,0.004817,Enumerated program (DL=28.3678 bits),28.3678,(λ lt (mod (n_unique_ranks $0) 3) 1)
(λ le (max_rank (first_half $0)) (rank_val (head $0))),grammar,ENUMERATED,0.3664,36.64,0.004818,Enumerated program (DL=30.6408 bits),30.6408,(λ le (max_rank (first_half $0)) (rank_val (head $0)))
count_diamonds_eq_1,template,COUNT,0.36746,36.75,0.002156,Number of diamonds is eq 1,,λh. count(suit=diamonds) eq 1
(λ gt (count_suit (take 5 $0) DIAMONDS) 1),grammar,ENUMERATED,0.3684,36.84,0.004824,Enumerated program (DL=30.5377 bits),30.5377,(λ gt (count_suit (take 5 $0) DIAMONDS) 1)
count_hearts_eq_1,template,COUNT,0.36844,36.84,0.002157,Number of hearts is eq 1,,λh. count(suit=hearts) eq 1
(λ lt (min_rank $0) (count_color $0 RED)),grammar,ENUMERATED,0.3688,36.88,0.004825,Enumerated program (DL=27.8632 bits),27.8632,(λ lt (min_rank $0) (count_color $0 RED))
(λ has_color (drop (n_unique_ranks $0) $0) BLACK),grammar,ENUMERATED,0.3691,36.91,0.004826,Enumerated program (DL=26.8632 bits),26.8632,(λ has_color (drop (n_unique_ranks $0) $0) BLACK)
(λ has_color (drop (n_unique_ranks $0) (reverse $0)) RED),grammar,ENUMERATED,0.3692,36.92,0.004826,Enumerated program (DL=30.4481 bits),30.4481,(λ has_color (drop (n_unique_ranks $0) (reverse $0)) RED)
(λ gt (count_suit (take 5 $0) CLUBS) 1),grammar,ENUMERATED,0.3695,36.95,0.004827,Enumerated program (DL=30.5377 bits),30.5377,(λ gt (count_suit (take 5 $0) CLUBS) 1)
count_spades_eq_1,template,COUNT,0.3697,36.97,0.002159,Number of spades is eq 1,,λh. count(suit=spades) eq 1
(λ gt (count_suit (drop 1 $0) SPADES) 1),grammar,ENUMERATED,0.3701,37.01,0.004828,Enumerated program (DL=30.5377 bits),30.5377,(λ gt (count_suit (drop 1 $0) SPADES) 1)
(λ has_color (drop (n_unique_ranks $0) (reverse $0)) BLACK),grammar,ENUMERATED,0.3716,37.16,0.004832,Enumerated program (DL=30.4481 bits),30.4481,(λ has_color (drop (n_unique_ranks $0) (reverse $0)) BLACK)
(λ has_color (drop (n_unique_ranks $0) $0) RED),grammar,ENUMERATED,0.3719,37.19,0.004833,Enumerated program (DL=26.8632 bits),26.8632,(λ has_color (drop (n_unique_ranks $0) $0) RED)
(λ gt (count_suit (drop 1 $0) HEARTS) 1),grammar,ENUMERATED,0.373,37.3,0.004836,Enumerated program (DL=30.5377 bits),30.5377,(λ gt (count_suit (drop 1 $0) HEARTS) 1)
(λ gt (count_suit (take 5 $0) SPADES) 1),grammar,ENUMERATED,0.3741,37.41,0.004839,Enumerated program (DL=30.5377 bits),30.5377,(λ gt (count_suit (take 5 $0) SPADES) 1)
(λ gt (mod (max_rank $0) 2) 0),grammar,ENUMERATED,0.3763,37.63,0.004845,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod (max_rank $0) 2) 0)
(λ le (rank_val (head $0)) (length $0)),grammar,ENUMERATED,0.3811,38.11,0.004857,Enumerated program (DL=27.0558 bits),27.0558,(λ le (rank_val (head $0)) (length $0))
(λ gt (mod (rank_val (last $0)) 3) 1),grammar,ENUMERATED,0.3817,38.17,0.004858,Enumerated program (DL=30.3678 bits),30.3678,(λ gt (mod (rank_val (last $0)) 3) 1)
(λ lt (+ 4 5) (rank_val (last $0))),grammar,ENUMERATED,0.3845,38.45,0.004865,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (+ 4 5) (rank_val (last $0)))
(λ gt (mod (min_rank $0) 2) 0),grammar,ENUMERATED,0.3852,38.52,0.004866,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod (min_rank $0) 2) 0)
(λ le (min_rank $0) (n_unique_colors $0)),grammar,ENUMERATED,0.3858,38.58,0.004868,Enumerated program (DL=25.0558 bits),25.0558,(λ le (min_rank $0) (n_unique_colors $0))
count_face_cards_eq_1,template,COUNT,0.38786,38.79,0.002179,Number of face_cards is eq 1,,λh. count(face_cards) eq 1
(λ le (rank_val (last $0)) (length $0)),grammar,ENUMERATED,0.3883,38.83,0.004874,Enumerated program (DL=27.0558 bits),27.0558,(λ le (rank_val (last $0)) (length $0))
(λ lt (n_unique_ranks (first_half $0)) (min_rank $0)),grammar,ENUMERATED,0.3883,38.83,0.004874,Enumerated program (DL=28.6408 bits),28.6408,(λ lt (n_unique_ranks (first_half $0)) (min_rank $0))
(λ gt (mod (rank_val (head $0)) 3) 1),grammar,ENUMERATED,0.3887,38.87,0.004875,Enumerated program (DL=30.3678 bits),30.3678,(λ gt (mod (rank_val (head $0)) 3) 1)
(λ lt (n_unique_ranks (second_half $0)) (min_rank $0)),grammar,ENUMERATED,0.3893,38.93,0.004876,Enumerated program (DL=28.6408 bits),28.6408,(λ lt (n_unique_ranks (second_half $0)) (min_rank $0))
(λ gt (mod (sum_ranks $0) 5) 2),grammar,ENUMERATED,0.3894,38.94,0.004876,Enumerated program (DL=28.3678 bits),28.3678,(λ gt (mod (sum_ranks $0) 5) 2)
(λ gt (n_unique_suits (second_half $0)) 2),grammar,ENUMERATED,0.3896,38.96,0.004877,Enumerated program (DL=22.7828 bits),22.7828,(λ gt (n_unique_suits (second_half $0)) 2)
(λ lt (+ 4 5) (rank_val (head $0))),grammar,ENUMERATED,0.3898,38.98,0.004877,Enumerated program (DL=30.3678 bits),30.3678,(λ lt (+ 4 5) (rank_val (head $0)))
(λ has_suit (take (count_suit $0 DIAMONDS) $0) DIAMONDS),grammar,ENUMERATED,0.3932,39.32,0.004885,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 DIAMONDS) $0) DIAMONDS)
(λ lt (min_rank $0) 3),grammar,ENUMERATED,0.3953,39.53,0.004889,Enumerated program (DL=19.1978 bits),19.1978,(λ lt (min_rank $0) 3)
count_aces_ge_1,template,COUNT,0.3961,39.61,0.002187,Number of aces is ge 1,,λh. count(aces) ge 1
(λ gt (n_unique_suits (first_half $0)) 2),grammar,ENUMERATED,0.3977,39.77,0.004894,Enumerated program (DL=22.7828 bits),22.7828,(λ gt (n_unique_suits (first_half $0)) 2)
(λ lt (min_rank (second_half $0)) 4),grammar,ENUMERATED,0.3982,39.82,0.004895,Enumerated program (DL=22.7828 bits),22.7828,(λ lt (min_rank (second_half $0)) 4)
(λ lt (min_rank (first_half $0)) 4),grammar,ENUMERATED,0.403,40.3,0.004905,Enumerated program (DL=22.7828 bits),22.7828,(λ lt (min_rank (first_half $0)) 4)
(λ has_suit (take (count_suit $0 CLUBS) $0) CLUBS),grammar,ENUMERATED,0.4037,40.37,0.004906,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 CLUBS) $0) CLUBS)
(λ has_suit (take (count_suit $0 SPADES) $0) SPADES),grammar,ENUMERATED,0.4054,40.54,0.00491,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 SPADES) $0) SPADES)
(λ has_suit (take (count_suit $0 HEARTS) $0) HEARTS),grammar,ENUMERATED,0.4056,40.56,0.00491,Enumerated program (DL=30.3957 bits),30.3957,(λ has_suit (take (count_suit $0 HEARTS) $0) HEARTS)
(λ lt (min_rank (head (second_half (adjacent_pairs $0)))) 5),grammar,ENUMERATED,0.4058,40.58,0.00491,Enumerated program (DL=30.1837 bits),30.1837,(λ lt (min_rank (head (second_half (adjacent_pairs $0)))) 5)
(λ lt (mod (sum_ranks $0) 5) 2),grammar,ENUMERATED,0.4067,40.67,0.004912,Enumerated program (DL=28.3678 bits),28.3678,(λ lt (mod (sum_ranks $0) 5) 2)
(λ gt (n_unique_suits (second_half $0)) (n_unique_colors $0),grammar,ENUMERATED,0.4069,40.69,0.004913,Enumerated program (DL=28.6408 bits),28.6408,(λ gt (n_unique_suits (second_half $0)) (n_unique_colors $0))
(λ lt (min_rank (second_half (reverse (second_half $0)))) 5),grammar,ENUMERATED,0.4079,40.79,0.004914,Enumerated program (DL=29.9527 bits),29.9527,(λ lt (min_rank (second_half (reverse (second_half $0)))) 5)
(λ not (has_suit (second_half (take 5 $0)) SPADES)),grammar,ENUMERATED,0.408,40.8,0.004915,Enumerated program (DL=29.1226 bits),29.1226,(λ not (has_suit (second_half (take 5 $0)) SPADES))
(λ lt (min_rank (second_half (first_half $0))) 5),grammar,ENUMERATED,0.4084,40.84,0.004915,Enumerated program (DL=26.3678 bits),26.3678,(λ lt (min_rank (second_half (first_half $0))) 5)
(λ not (has_suit (second_half $0) DIAMONDS)),grammar,ENUMERATED,0.4089,40.89,0.004916,Enumerated program (DL=20.9527 bits),20.9527,(λ not (has_suit (second_half $0) DIAMONDS))
(λ lt (count_color $0 RED) (min_rank $0)),grammar,ENUMERATED,0.4095,40.95,0.004917,Enumerated program (DL=27.8632 bits),27.8632,(λ lt (count_color $0 RED) (min_rank $0))
(λ not (has_suit (first_half $0) SPADES)),grammar,ENUMERATED,0.4102,41.02,0.004919,Enumerated program (DL=20.9527 bits),20.9527,(λ not (has_suit (first_half $0) SPADES))
(λ lt (count_color $0 BLACK) (min_rank $0)),grammar,ENUMERATED,0.411,41.1,0.00492,Enumerated program (DL=27.8632 bits),27.8632,(λ lt (count_color $0 BLACK) (min_rank $0))
(λ has_suit (second_half (first_half $0)) (get_suit (head $0,grammar,ENUMERATED,0.411,41.1,0.00492,Enumerated program (DL=28.2257 bits),28.2257,(λ has_suit (second_half (first_half $0)) (get_suit (head $0)))
(λ not (has_suit (second_half (take 5 $0)) DIAMONDS)),grammar,ENUMERATED,0.4114,41.14,0.004921,Enumerated program (DL=29.1226 bits),29.1226,(λ not (has_suit (second_half (take 5 $0)) DIAMONDS))
(λ lt (min_rank (head (adjacent_pairs $0))) 5),grammar,ENUMERATED,0.4116,41.16,0.004921,Enumerated program (DL=26.4832 bits),26.4832,(λ lt (min_rank (head (adjacent_pairs $0))) 5)
